,Posted On,BHK,Rent,Size,Floor,Area Type,Area Locality,City,Furnishing Status,Tenant Preferred,Bathroom,Point of Contact
1066,2022-05-23,1,52000,475,10 out of 18,Carpet Area,Shivaji Park,Mumbai,Unfurnished,Bachelors/Family,1,Contact Agent
3913,2022-06-22,2,11000,1200,2 out of 4,Super Area,Bandlaguda Jagir,Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner
3498,2022-06-22,2,15000,1050,1 out of 3,Super Area,Kovilambakkam,Chennai,Semi-Furnished,Bachelors/Family,2,Contact Owner
2738,2022-04-29,4,18000,900,3 out of 5,Super Area,Subhash Nagar,Delhi,Unfurnished,Bachelors/Family,2,Contact Owner
4000,2022-06-02,2,18000,242,Ground out of 4,Super Area,"APHB Colony-Moula Ali, Moula Ali Road",Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner
1568,2022-06-30,2,11000,700,1 out of 2,Super Area,"Hosa Road, off Hosur Road",Bangalore,Unfurnished,Bachelors/Family,2,Contact Owner
2427,2022-06-08,3,18000,800,2 out of 3,Super Area,Hari Nagar Ashram,Delhi,Unfurnished,Bachelors/Family,1,Contact Owner
3746,2022-07-09,1,3500,300,Ground out of 2,Super Area,Mogappair West,Chennai,Unfurnished,Bachelors/Family,1,Contact Owner
4407,2022-06-29,2,8000,840,2 out of 3,Super Area,"SV Nagar, Secunderabad",Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner
1687,2022-05-20,2,25000,1100,2 out of 10,Carpet Area,"Jagadish Nagar, Kaggadasapura",Bangalore,Semi-Furnished,Bachelors/Family,2,Contact Agent
851,2022-05-31,3,190000,1850,35 out of 55,Carpet Area,"Crescent Bay Callisto, Parel",Mumbai,Semi-Furnished,Bachelors,4,Contact Agent
3546,2022-07-03,2,25000,1100,2 out of 2,Super Area,Besant Nagar,Chennai,Unfurnished,Bachelors/Family,2,Contact Owner
895,2022-07-01,3,40000,1030,10 out of 14,Carpet Area,"Bhairav Residency, Mira Road",Mumbai,Furnished,Family,3,Contact Agent
335,2022-06-13,1,8000,300,Ground out of 2,Carpet Area,Salt Lake City Sector 5,Kolkata,Semi-Furnished,Bachelors/Family,1,Contact Agent
2839,2022-06-22,3,12000,700,1 out of 3,Super Area,"Indraprastha Extension, Patparganj",Delhi,Furnished,Bachelors/Family,2,Contact Owner
3087,2022-05-06,2,10000,750,Ground out of 1,Carpet Area,Pattabiram,Chennai,Unfurnished,Bachelors/Family,2,Contact Owner
1348,2022-06-28,2,88000,800,5 out of 20,Carpet Area,"Kanakia Paris, Bandra Kurla Complex",Mumbai,Semi-Furnished,Bachelors/Family,2,Contact Agent
1015,2022-06-28,1,35000,490,1 out of 6,Carpet Area,Mukund Nagar,Mumbai,Furnished,Bachelors/Family,1,Contact Agent
2816,2022-05-10,2,12500,900,3 out of 4,Super Area,Surya Apartment pocket a11,Delhi,Unfurnished,Bachelors,2,Contact Owner
1631,2022-06-16,3,20000,773,2 out of 12,Carpet Area,Mysore Road,Bangalore,Semi-Furnished,Bachelors,2,Contact Agent
2489,2022-05-10,1,8500,530,Ground out of 3,Super Area,"Palam Colony, Palam",Delhi,Unfurnished,Bachelors/Family,1,Contact Owner
3730,2022-07-09,3,16000,1300,1 out of 2,Super Area,Porur,Chennai,Furnished,Bachelors/Family,2,Contact Owner
3251,2022-05-15,2,15000,1330,1 out of 2,Carpet Area,Madipakkam,Chennai,Furnished,Bachelors/Family,2,Contact Owner
4402,2022-07-06,2,10000,1000,1 out of 3,Super Area,Toli Chowki,Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner
2070,2022-05-23,3,28000,2400,3 out of 4,Super Area,Virupakshapura,Bangalore,Semi-Furnished,Bachelors/Family,3,Contact Owner
4634,2022-05-16,2,15000,100,3 out of 4,Super Area,"Yousufguda, NH 9",Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner
1635,2022-06-04,2,12000,865,1 out of 5,Super Area,Ananth Nagar,Bangalore,Semi-Furnished,Bachelors/Family,2,Contact Owner
2479,2022-04-29,1,13000,350,1 out of 5,Super Area,Rohini Sector 3,Delhi,Furnished,Bachelors/Family,1,Contact Owner
2265,2022-05-23,2,18000,1065,2 out of 5,Carpet Area,Horamavu,Bangalore,Semi-Furnished,Bachelors/Family,2,Contact Agent
2959,2022-06-28,1,6000,350,1 out of 4,Carpet Area,Laxmi Nagar,Delhi,Semi-Furnished,Bachelors/Family,1,Contact Agent
3059,2022-07-06,2,12000,875,2 out of 2,Super Area,Madipakkam,Chennai,Semi-Furnished,Bachelors,2,Contact Owner
2141,2022-06-08,2,13000,1000,1 out of 4,Super Area,Whitefield,Bangalore,Unfurnished,Bachelors/Family,2,Contact Owner
3118,2022-06-02,4,75000,2200,2 out of 3,Super Area,2nd Main Road,Chennai,Semi-Furnished,Family,5,Contact Owner
4491,2022-05-16,1,6800,650,2 out of 3,Super Area,"Padmarao Nagar, Hyderabad-Karimnagar Highway",Hyderabad,Unfurnished,Bachelors/Family,1,Contact Owner
4045,2022-07-10,1,13000,750,3 out of 3,Carpet Area,Hyderaguda-Attapur,Hyderabad,Semi-Furnished,Family,1,Contact Owner
3356,2022-06-14,1,7000,700,Ground out of 2,Super Area,Thiruverkkadu,Chennai,Unfurnished,Bachelors/Family,1,Contact Owner
2744,2022-04-29,2,13000,70,2 out of 4,Super Area,"IGNOU Road, Saket",Delhi,Unfurnished,Bachelors/Family,1,Contact Owner
3506,2022-07-02,3,20000,1100,1 out of 2,Carpet Area,independent Apartment dhandeeshwatam nagar velachery,Chennai,Unfurnished,Bachelors/Family,2,Contact Owner
1679,2022-06-16,2,25000,1050,1 out of 5,Super Area,Hoysala Nagar,Bangalore,Semi-Furnished,Bachelors/Family,2,Contact Owner
4249,2022-06-22,3,25000,1970,5 out of 9,Super Area,Kompally,Hyderabad,Semi-Furnished,Bachelors/Family,3,Contact Owner
3147,2022-06-14,1,8000,600,2 out of 3,Super Area,Velachery,Chennai,Unfurnished,Bachelors/Family,1,Contact Owner
2294,2022-05-23,1,5000,400,1 out of 2,Super Area,T Dasarahalli,Bangalore,Unfurnished,Bachelors/Family,1,Contact Owner
580,2022-06-29,2,80000,600,2 out of 5,Carpet Area,Breach Candy,Mumbai,Furnished,Bachelors/Family,1,Contact Agent
1470,2022-06-04,2,90000,800,5 out of 6,Carpet Area,Vile Parle West,Mumbai,Furnished,Family,2,Contact Agent
4070,2022-06-03,2,13000,1160,3 out of 5,Super Area,"Pragathi Nagar, Kukatpally",Hyderabad,Unfurnished,Bachelors,2,Contact Owner
3343,2022-06-16,2,9500,1010,1 out of 2,Super Area,"Urapakkam, Vandalur R.F, GST Road",Chennai,Semi-Furnished,Bachelors/Family,2,Contact Owner
3672,2022-05-20,2,16000,1030,2 out of 4,Super Area,Thoraipakkam,Chennai,Semi-Furnished,Bachelors/Family,2,Contact Owner
559,2022-05-22,1,30000,488,Upper Basement out of 16,Carpet Area,"Kyraa Ariso Apartment, Chembur",Mumbai,Semi-Furnished,Bachelors/Family,2,Contact Owner
2849,2022-06-28,4,150000,3500,3 out of 3,Carpet Area,Vasant Vihar,Delhi,Semi-Furnished,Bachelors,6,Contact Agent
512,2022-05-28,1,5000,400,4 out of 4,Carpet Area,Keshtopur,Kolkata,Unfurnished,Bachelors/Family,1,Contact Agent
1081,2022-06-11,1,16000,250,4 out of 10,Carpet Area,Charkop,Mumbai,Unfurnished,Bachelors/Family,1,Contact Owner
1664,2022-06-04,1,6500,700,2 out of 4,Super Area,Rukmini Nagar,Bangalore,Semi-Furnished,Bachelors/Family,1,Contact Owner
1012,2022-05-31,3,68000,1260,27 out of 58,Carpet Area,"Alta Monte, Pathanwadi",Mumbai,Unfurnished,Family,3,Contact Agent
1931,2022-05-31,2,17000,1060,1 out of 5,Carpet Area,K R Puram,Bangalore,Unfurnished,Bachelors,2,Contact Owner
1150,2022-06-20,2,8000,623,6 out of 7,Carpet Area,"Shreenath nagar, Morya Nagar",Mumbai,Unfurnished,Family,2,Contact Agent
2838,2022-04-29,2,20000,810,3 out of 3,Super Area,Vikaspuri,Delhi,Semi-Furnished,Bachelors/Family,2,Contact Owner
116,2022-05-30,1,5000,20,2 out of 3,Super Area,Dakshineswar,Kolkata,Unfurnished,Bachelors/Family,1,Contact Owner
740,2022-07-06,2,65000,700,5 out of 7,Carpet Area,Mahim,Mumbai,Furnished,Bachelors,2,Contact Agent
4563,2022-06-23,2,7500,800,2 out of 2,Super Area,"Uppal, NH 2 2",Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner
3675,2022-06-27,2,8200,840,1 out of 1,Carpet Area,rajakillpakkam,Chennai,Unfurnished,Bachelors/Family,2,Contact Owner
830,2022-06-30,2,75000,720,6 out of 14,Carpet Area,"Vikas Finalay Apartments, Parel",Mumbai,Semi-Furnished,Bachelors/Family,2,Contact Agent
119,2022-06-09,3,14000,840,1 out of 4,Carpet Area,Mukundapur,Kolkata,Unfurnished,Bachelors,2,Contact Owner
4538,2022-07-06,3,42000,2000,4 out of 17,Carpet Area,"Financial District, Nanakram Guda",Hyderabad,Semi-Furnished,Family,3,Contact Agent
4502,2022-05-12,2,16000,1050,1 out of 2,Carpet Area,Suchitra Circle,Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner
635,2022-05-18,3,150000,1330,Upper Basement out of 40,Carpet Area,Lodha Ajuro tower lalbag,Mumbai,Unfurnished,Bachelors/Family,3,Contact Agent
4364,2022-05-28,3,20000,1150,2 out of 4,Carpet Area,"Pragathi Nagar, Moosapet",Hyderabad,Semi-Furnished,Family,3,Contact Owner
4142,2022-06-19,2,20000,1500,1 out of 3,Super Area,Toli Chowki,Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner
991,2022-06-02,4,150000,1300,5 out of 13,Carpet Area,"Kabra Centroid, Kalina",Mumbai,Semi-Furnished,Bachelors/Family,4,Contact Agent
876,2022-06-30,4,250000,2000,33 out of 42,Carpet Area,"Imperial Heights, Goregaon West",Mumbai,Furnished,Bachelors,4,Contact Agent
4,2022-05-09,2,7500,850,1 out of 2,Carpet Area,South Dum Dum,Kolkata,Unfurnished,Bachelors,1,Contact Owner
3051,2022-07-06,2,30000,1200,3 out of 3,Carpet Area,Mandaiveli,Chennai,Semi-Furnished,Bachelors/Family,2,Contact Agent
3124,2022-06-23,3,25000,1425,2 out of 14,Carpet Area,"Perungalathur, Chennai Bypass Road",Chennai,Semi-Furnished,Bachelors/Family,2,Contact Owner
2660,2022-05-27,2,16000,50,2 out of 4,Super Area,"Nirankari Colony, Mukherjee Nagar",Delhi,Unfurnished,Bachelors/Family,2,Contact Owner
2491,2022-05-05,1,7500,45,1 out of 5,Super Area,Laxmi Nagar,Delhi,Semi-Furnished,Bachelors/Family,1,Contact Owner
3854,2022-07-05,2,9500,640,Ground out of 1,Carpet Area,Mogappair West,Chennai,Unfurnished,Bachelors/Family,2,Contact Owner
1715,2022-06-22,1,7500,600,Ground out of 2,Carpet Area,"Banashankari Stage 3, Banashankari",Bangalore,Unfurnished,Bachelors,1,Contact Owner
1148,2022-04-29,2,50000,750,Ground out of 5,Super Area,D.N. Nagar,Mumbai,Unfurnished,Bachelors/Family,2,Contact Owner
3261,2022-07-07,2,13500,600,4 out of 7,Carpet Area,Mahindra World City,Chennai,Furnished,Bachelors/Family,2,Contact Agent
574,2022-05-30,1,57000,500,26 out of 44,Carpet Area,"Lodha New Cuffe Parade, Wadala",Mumbai,Semi-Furnished,Bachelors/Family,1,Contact Agent
3769,2022-06-13,1,8000,400,Ground out of 1,Super Area,Mannivakkam,Chennai,Unfurnished,Bachelors/Family,1,Contact Owner
3736,2022-06-16,3,25000,1290,4 out of 4,Super Area,Poonamalle,Chennai,Unfurnished,Bachelors/Family,3,Contact Owner
4146,2022-05-31,2,12500,950,2 out of 8,Super Area,"Kachiguda, NH 2 2",Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner
853,2022-06-23,3,75000,1200,5 out of 12,Carpet Area,Chembur,Mumbai,Semi-Furnished,Bachelors/Family,3,Contact Agent
1982,2022-07-07,2,27500,1000,4 out of 4,Carpet Area,ITI Layout,Bangalore,Furnished,Bachelors/Family,2,Contact Owner
2774,2022-07-06,1,18000,300,3 out of 4,Carpet Area,"Arjun Nagar, Safdarjung Enclave",Delhi,Semi-Furnished,Bachelors,1,Contact Agent
1166,2022-06-23,2,40000,750,2 out of 8,Carpet Area,"Techno Park I, Kandivali East",Mumbai,Unfurnished,Family,2,Contact Agent
971,2022-05-31,2,60000,800,2 out of 7,Carpet Area,"Kenmore Apartment, Lokhandwala Complex",Mumbai,Furnished,Family,2,Contact Agent
2701,2022-04-29,4,15000,120,Ground out of 2,Super Area,Rohini Sector 38,Delhi,Furnished,Bachelors/Family,4,Contact Owner
3847,2022-05-16,2,15000,1050,1 out of 2,Super Area,Medavakkam,Chennai,Semi-Furnished,Bachelors/Family,2,Contact Owner
2368,2022-05-23,3,24000,1464,2 out of 5,Carpet Area,"Singasandra, Hosur Road",Bangalore,Semi-Furnished,Bachelors/Family,3,Contact Owner
4115,2022-05-12,2,14000,1100,Ground out of 4,Super Area,Mehdipatnam,Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner
4131,2022-05-15,2,14000,950,5 out of 5,Carpet Area,"Miyapur, NH 9",Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner
2950,2022-06-21,1,10000,200,1 out of 2,Carpet Area,East Of Kailash,Delhi,Unfurnished,Bachelors/Family,1,Contact Owner
524,2022-05-16,1,25000,320,2 out of 7,Super Area,"Shaheen Apartment, Andheri West",Mumbai,Semi-Furnished,Bachelors/Family,1,Contact Owner
2455,2022-05-24,2,22000,800,2 out of 3,Carpet Area,"Arjun Nagar, Safdarjung Enclave",Delhi,Unfurnished,Bachelors/Family,3,Contact Agent
1841,2022-06-06,2,17000,1100,1 out of 4,Carpet Area,Bannerghatta Main Road,Bangalore,Semi-Furnished,Bachelors,2,Contact Agent
537,2022-06-12,1,49000,620,2 out of 3,Super Area,"Sai Palace Apartment, Vile Parle West",Mumbai,Furnished,Bachelors/Family,1,Contact Owner
2806,2022-05-05,3,37000,125,3 out of 4,Super Area,"Vikram Vihar, Lajpat Nagar",Delhi,Semi-Furnished,Bachelors,2,Contact Owner
4341,2022-07-10,2,21000,1100,4 out of 5,Carpet Area,"Himayath Nagar, NH 7",Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Agent
3175,2022-07-02,3,30000,2000,1 out of 1,Carpet Area,rgl bungalows,Chennai,Furnished,Bachelors/Family,3,Contact Owner
784,2022-06-10,1,27000,400,1 out of 7,Carpet Area,Govandi Station Road,Mumbai,Unfurnished,Bachelors/Family,1,Contact Agent
4057,2022-06-26,3,20000,2000,1 out of 1,Carpet Area,Kapra,Hyderabad,Semi-Furnished,Bachelors/Family,3,Contact Owner
1409,2022-07-04,2,29000,670,7 out of 7,Carpet Area,Amar Nagar,Mumbai,Unfurnished,Family,2,Contact Owner
2537,2022-06-04,1,15000,400,3 out of 4,Carpet Area,Lajpat Nagar 4,Delhi,Semi-Furnished,Bachelors/Family,1,Contact Agent
154,2022-05-27,2,7000,650,Ground out of 2,Super Area,Howrah,Kolkata,Unfurnished,Bachelors/Family,1,Contact Owner
3009,2022-05-12,1,11000,550,3 out of 4,Super Area,Poongavanapuram,Chennai,Semi-Furnished,Bachelors/Family,1,Contact Owner
1686,2022-05-20,2,23000,1100,2 out of 5,Carpet Area,Kodi Halli,Bangalore,Semi-Furnished,Bachelors/Family,2,Contact Agent
2901,2022-06-17,2,20000,1000,2 out of 4,Carpet Area,Patparganj,Delhi,Semi-Furnished,Bachelors,2,Contact Agent
4696,2022-07-06,6,30000,4200,Ground out of 2,Super Area,Kuntloor,Hyderabad,Semi-Furnished,Bachelors/Family,5,Contact Owner
3863,2022-05-16,2,26000,1600,Ground out of 2,Super Area,Madipakkam,Chennai,Semi-Furnished,Bachelors/Family,2,Contact Owner
2733,2022-04-29,1,10000,450,2 out of 4,Super Area,"Khirki extension, Malviya Nagar",Delhi,Unfurnished,Bachelors/Family,1,Contact Owner
1895,2022-06-16,2,36000,1200,1 out of 4,Carpet Area,whitefield,Bangalore,Furnished,Bachelors/Family,2,Contact Agent
569,2022-07-07,1,16000,410,9 out of 22,Carpet Area,Mira Bhayandar,Mumbai,Semi-Furnished,Family,2,Contact Agent
1816,2022-05-10,2,12000,850,3 out of 4,Super Area,Munnekollal,Bangalore,Semi-Furnished,Bachelors/Family,1,Contact Owner
2065,2022-05-23,1,9000,400,1 out of 3,Super Area,C V Raman Nagar,Bangalore,Semi-Furnished,Bachelors/Family,1,Contact Owner
127,2022-05-06,2,8000,490,1 out of 1,Super Area,Entally,Kolkata,Semi-Furnished,Bachelors/Family,1,Contact Owner
3394,2022-07-04,1,5700,450,Ground out of 1,Carpet Area,Anakaputhur,Chennai,Semi-Furnished,Family,1,Contact Owner
3327,2022-05-25,4,20000,1450,3 out of 4,Super Area,Tiruvottiyur,Chennai,Semi-Furnished,Bachelors/Family,4,Contact Owner
4732,2022-07-08,2,7000,900,Ground out of 2,Super Area,Vinayaka Nagar,Hyderabad,Unfurnished,Bachelors/Family,1,Contact Owner
2975,2022-05-31,2,18000,80,2 out of 4,Super Area,Rajouri Garden,Delhi,Semi-Furnished,Bachelors/Family,2,Contact Owner
980,2022-07-02,2,40000,600,15 out of 20,Carpet Area,Tilak Nagar - Harbour Line,Mumbai,Unfurnished,Bachelors/Family,2,Contact Agent
2300,2022-05-05,4,14000,1000,Ground out of 4,Super Area,"Electronic City Phase 2, Electronic City",Bangalore,Semi-Furnished,Bachelors/Family,2,Contact Owner
190,2022-06-10,4,13000,1200,Ground out of 2,Carpet Area,Tollygunge,Kolkata,Unfurnished,Bachelors/Family,1,Contact Owner
1139,2022-07-03,1,40000,444,8 out of 11,Carpet Area,Sakinaka Junction,Mumbai,Unfurnished,Bachelors,2,Contact Agent
699,2022-07-09,3,140000,1330,17 out of 43,Carpet Area,"Lodha Altia, Wadala East",Mumbai,Unfurnished,Bachelors,4,Contact Agent
4539,2022-05-12,1,8000,800,Ground out of 2,Super Area,Adikmet,Hyderabad,Furnished,Bachelors/Family,1,Contact Owner
606,2022-05-23,2,130000,715,5 out of 10,Carpet Area,Bandra West,Mumbai,Furnished,Bachelors/Family,2,Contact Agent
4276,2022-05-07,2,20000,1450,2 out of 3,Super Area,"LB Nagar, NH 9",Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner
301,2022-05-12,3,35000,1012,2 out of 3,Carpet Area,Salt Lake City Sector 1,Kolkata,Semi-Furnished,Bachelors/Family,2,Contact Owner
3420,2022-07-06,3,75000,1500,2 out of 4,Carpet Area,T Nagar,Chennai,Semi-Furnished,Bachelors/Family,3,Contact Agent
4577,2022-05-20,1,16500,650,1 out of 6,Super Area,"Banjara Hills, NH 9",Hyderabad,Furnished,Bachelors/Family,1,Contact Owner
1060,2022-07-06,2,45000,650,5 out of 6,Carpet Area,Santacruz East,Mumbai,Semi-Furnished,Bachelors/Family,2,Contact Owner
2565,2022-05-23,2,12000,950,2 out of 3,Super Area,"Chanakya Place, Sitapuri",Delhi,Unfurnished,Bachelors/Family,2,Contact Owner
4740,2022-06-02,2,12000,1350,2 out of 2,Super Area,Old Alwal,Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner
1069,2022-06-04,1,30000,400,3 out of 6,Super Area,Bhatti Pada,Mumbai,Unfurnished,Bachelors,1,Contact Owner
2524,2022-07-01,2,20000,500,4 out of 4,Carpet Area,"Vasant Kunj 2, Vasant Kunj",Delhi,Semi-Furnished,Bachelors,2,Contact Owner
2205,2022-07-06,2,16500,1100,2 out of 3,Super Area,Hbr Layout,Bangalore,Semi-Furnished,Bachelors/Family,2,Contact Owner
1243,2022-05-17,1,13000,385,6 out of 20,Carpet Area,"Aims Sea View, Indralok",Mumbai,Unfurnished,Family,1,Contact Agent
16,2022-05-17,2,6000,600,1 out of 2,Super Area,Barasat,Kolkata,Semi-Furnished,Bachelors/Family,1,Contact Owner
3120,2022-05-06,1,6500,700,2 out of 3,Super Area,Ayappakkam,Chennai,Unfurnished,Bachelors/Family,1,Contact Owner
815,2022-05-20,2,100000,800,9 out of 12,Carpet Area,Bandra West,Mumbai,Furnished,Bachelors/Family,2,Contact Agent
3067,2022-06-28,1,6500,400,2 out of 2,Super Area,Perungudi,Chennai,Unfurnished,Bachelors/Family,1,Contact Owner
959,2022-06-11,2,16000,600,2 out of 3,Carpet Area,Nerul sector-3,Mumbai,Unfurnished,Family,1,Contact Owner
225,2022-06-17,2,8500,720,Ground out of 1,Carpet Area,"Silpara, Purba Barisha",Kolkata,Unfurnished,Bachelors/Family,2,Contact Owner
3354,2022-06-18,3,20000,1651,2 out of 3,Super Area,Perumbakkam,Chennai,Semi-Furnished,Family,3,Contact Owner
2485,2022-06-12,1,8000,200,3 out of 4,Carpet Area,kst chattarpur Apartments,Delhi,Unfurnished,Bachelors,1,Contact Agent
562,2022-05-25,1,20000,450,5 out of 8,Carpet Area,"Gokul Regency Apartment, Thakur Complex",Mumbai,Unfurnished,Bachelors/Family,1,Contact Agent
3436,2022-07-10,2,30000,1140,2 out of 16,Carpet Area,Iyyappanthangal,Chennai,Semi-Furnished,Bachelors/Family,2,Contact Agent
1693,2022-06-23,2,18000,1000,2 out of 4,Super Area,Gottigere,Bangalore,Semi-Furnished,Family,2,Contact Owner
1045,2022-07-06,3,130000,960,9 out of 21,Carpet Area,7 Bungalows Andheri West,Mumbai,Semi-Furnished,Family,3,Contact Agent
3446,2022-06-23,1,7000,800,2 out of 2,Carpet Area,Jalladian Pet,Chennai,Semi-Furnished,Bachelors/Family,1,Contact Owner
954,2022-06-30,1,59000,470,26 out of 42,Carpet Area,"Lodha New Cuffe Parade, Bhakti Park",Mumbai,Semi-Furnished,Bachelors,1,Contact Agent
2735,2022-05-14,2,13500,550,2 out of 4,Carpet Area,"Laxmi Nagar District Centre, Laxmi Nagar",Delhi,Semi-Furnished,Bachelors/Family,2,Contact Agent
4655,2022-05-25,2,10000,1300,2 out of 3,Super Area,Moula Ali,Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner
4580,2022-07-06,2,12000,1600,1 out of 5,Super Area,Dr A.S. Rao Nagar,Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner
1218,2022-06-25,1,21000,450,3 out of 13,Carpet Area,Bhandup Village,Mumbai,Unfurnished,Bachelors,2,Contact Agent
1527,2022-05-27,1,5500,400,Ground out of 2,Super Area,Hongasandra,Bangalore,Unfurnished,Bachelors/Family,1,Contact Owner
3987,2022-05-06,1,6500,455,2 out of 3,Super Area,Bandlaguda Jagir,Hyderabad,Unfurnished,Bachelors/Family,1,Contact Owner
1300,2022-06-03,2,55000,700,10 out of 20,Carpet Area,"Raj Legacy, Vikhroli West",Mumbai,Furnished,Bachelors/Family,2,Contact Agent
4643,2022-07-06,2,16000,770,1 out of 4,Super Area,Kapra,Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner
160,2022-07-04,2,9500,700,1 out of 2,Super Area,Jadavpur,Kolkata,Unfurnished,Bachelors/Family,2,Contact Owner
4067,2022-05-22,3,30000,1700,3 out of 5,Carpet Area,"Ashok Nagar, Himayath Nagar",Hyderabad,Furnished,Family,3,Contact Agent
956,2022-05-10,2,40000,625,6 out of 10,Super Area,Goregaon West,Mumbai,Semi-Furnished,Bachelors/Family,2,Contact Owner
3791,2022-05-13,2,11000,650,2 out of 2,Super Area,Kodambakkam,Chennai,Unfurnished,Bachelors/Family,2,Contact Owner
3234,2022-05-08,2,8500,700,Ground out of 2,Carpet Area,Ambattur,Chennai,Semi-Furnished,Bachelors/Family,1,Contact Owner
2869,2022-06-30,3,250000,2000,3 out of 6,Super Area,Defence Colony,Delhi,Furnished,Bachelors/Family,3,Contact Owner
3777,2022-07-06,3,24000,2100,Ground out of 2,Super Area,Nanmangalam,Chennai,Semi-Furnished,Bachelors/Family,4,Contact Owner
4433,2022-05-12,3,35000,3050,Ground out of 2,Super Area,Sainikpuri,Hyderabad,Semi-Furnished,Bachelors/Family,3,Contact Owner
2961,2022-07-04,3,40000,180,Ground out of 4,Carpet Area,Janakpuri,Delhi,Unfurnished,Bachelors,3,Contact Agent
2200,2022-04-29,2,16000,1200,2 out of 4,Super Area,Hulimavu,Bangalore,Semi-Furnished,Bachelors/Family,2,Contact Owner
98,2022-04-29,4,18000,1200,1 out of 2,Super Area,Bagbazar,Kolkata,Unfurnished,Family,2,Contact Owner
2557,2022-05-10,2,13000,455,1 out of 4,Super Area,"DDA Akshardham Apartments, DS 19",Delhi,Unfurnished,Bachelors/Family,1,Contact Owner
